repo_type,catalog_tier,rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,homepage,github_url,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_vuln,max_cvss_severity,vuln_types,top_cwes,latest_vuln_date,sample_vuln_titles,tags,download_url,requires_wp,tested_up_to,github_repo_type,num_ratings,parent_theme
plugin,top,150,Templately – Elementor & Gutenberg Template Library: 6500+ Free & Pro Ready Templates And Cloud!,templately,400000,100,5.0,Blocks+Classic,2026-02-25 10:19am GMT,https://templately.com,,https://wordpress.org/plugins/templately/,5,0,6.5,,Medium,,CWE-201; CWE-284; CWE-862,2025-08-20,,"Gutenberg Template, WoCommerce Templates, elementor template, landing page, templates",,5.0,6.9.4,,,
plugin,top,151,"Floating Chat Widget: Contact Chat Icons, Telegram Chat, Line Messenger, WeChat, Email, SMS, Call Button – Chaty",chaty,400000,100,5.0,Editor-agnostic,2026-03-18 7:20am GMT,,,https://wordpress.org/plugins/chaty/,12,1,,,,,,2026-03-05,,"chat, chat button, facebook messenger, whatsapp, whatsapp chat",,3.1,6.9.4,,,
plugin,top,152,Intuitive Custom Post Order,intuitive-custom-post-order,400000,88,4.4,Editor-agnostic,2025-09-16 3:37am GMT,http://hijiriworld.com/web/plugins/intuitive-custom-post-order/,https://github.com/hijiriworld/intuitive-custom-post-order,https://wordpress.org/plugins/intuitive-custom-post-order/,5,1,,,,,,2023-06-09,,"custom post type order, order post, order posts, post order, posts order",,3.5.0,6.8.5,official,,
plugin,top,153,"Jeg Kit for Elementor – Powerful Addons for Elementor, Widgets & Templates for WordPress",jeg-elementor-kit,400000,76,3.8,Editor-agnostic,2026-02-02 1:48pm GMT,https://jegkit.com/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,https://github.com/common-repository/jeg-elementor-kit,https://wordpress.org/plugins/jeg-elementor-kit/,18,0,,,,,,2026-01-08,,"addons, elementor, elements, templates, widgets",,5.0,6.9.4,mirror,,
plugin,top,154,Admin Menu Editor,admin-menu-editor,400000,92,4.6,Editor-agnostic,2026-02-20 11:36am GMT,http://w-shadow.com/blog/2008/12/20/admin-menu-editor-for-wordpress/,https://github.com/wp-plugins/admin-menu-editor,https://wordpress.org/plugins/admin-menu-editor/,2,0,,,,,,2024-02-21,,"admin, dashboard, menu, security, wpmu",,5.9,6.9.4,mirror,,
plugin,top,155,"Post SMTP – Complete Email Deliverability and SMTP Solution with Email Logs, Alerts, Backup SMTP & Mobile App",post-smtp,400000,94,4.7,Editor-agnostic,2026-03-17 7:13am GMT,https://postmansmtp.com/,https://github.com/wpexpertsio/Post-SMTP,https://wordpress.org/plugins/post-smtp/,30,1,,,,,,2025-12-09,,"email, email logs, gmail smtp, office 365, smtp",,5.6.0,6.9.4,official,,
plugin,top,156,Custom Fonts – Host Your Fonts Locally,custom-fonts,400000,86,4.3,Editor-agnostic,2026-01-19 6:43am GMT,http://www.wpastra.com/,https://github.com/brainstormforce/custom-fonts,https://wordpress.org/plugins/custom-fonts/,2,0,6.4,,Medium,,CWE-434; CWE-862,2026-01-20,,"custom fonts, fonts, full-site-editing, google fonts, performance",,5.0,6.9.4,official,,
plugin,top,157,Max Mega Menu,megamenu,300000,96,4.8,Editor-agnostic,2026-03-17 5:12pm GMT,https://www.megamenu.com,,https://wordpress.org/plugins/megamenu/,2,0,5.4,,Medium,,CWE-79; CWE-862,2024-03-28,,"mega menu, menu, mobile menu, navigation, responsive menu",,6.2,6.9.4,,,
plugin,top,158,WebP Express,webp-express,300000,88,4.4,Editor-agnostic,2026-01-14 6:51am GMT,https://github.com/rosell-dk/webp-express,https://github.com/rosell-dk/webp-express,https://wordpress.org/plugins/webp-express/,5,1,,,,,,2025-12-04,,"images, performance, webp",,4.0,6.9.4,official,,
plugin,top,159,Duplicate Post,copy-delete-posts,300000,98,4.9,Editor-agnostic,2026-03-13 7:16am GMT,https://copy-delete-posts.com,https://github.com/common-repository/copy-delete-posts,https://wordpress.org/plugins/copy-delete-posts/,7,0,,,,,,2024-12-13,,"copy pages, copy posts, duplicate pages, duplicate post, duplicate posts",,4.6,6.9.4,mirror,,
plugin,top,160,Template Kit – Import,template-kit-import,300000,68,3.4,Editor-agnostic,2024-08-01 3:29am GMT,,https://github.com/common-repository/template-kit-import,https://wordpress.org/plugins/template-kit-import/,1,0,6.4,,Medium,,CWE-434,2024-04-09,,"elementor, template, templates",,5.3,6.4.8,mirror,,
plugin,top,161,WP Armour – Honeypot Anti Spam,honeypot,300000,100,5.0,Editor-agnostic,2025-12-20 4:14am GMT,http://wordpress.org/plugins/honeypot/,,https://wordpress.org/plugins/honeypot/,4,0,,,,,,2024-03-19,,"akismet, anti-spam, comment spam, contact form spam, spam protection",,5.0,6.9.4,,,
plugin,top,162,"CF7 Apps – Honeypot, Database, Redirection, Webhook, and Addons for Contact Form 7",contact-form-7-honeypot,300000,76,3.8,Editor-agnostic,2026-01-30 4:54am GMT,https://cf7apps.com/,https://github.com/wp-plugins/contact-form-7-honeypot,https://wordpress.org/plugins/contact-form-7-honeypot/,0,0,,,,,,,,"CF7 Database, anti-spam, captcha, honeypot, spam protection",,4.8,6.9.4,mirror,,
plugin,top,163,WP Reset,wp-reset,300000,96,4.8,Editor-agnostic,2026-01-06 8:10pm GMT,https://wpreset.com/,https://github.com/WordpressPluginDirectory/wp-reset,https://wordpress.org/plugins/wp-reset/,4,0,5.9,,Medium,,CWE-330; CWE-532; CWE-79; CWE-862,2025-10-07,,"advanced wordpress reset, reset, reset database, reset wordpress, wordpress-reset",,4.0,6.9.4,official,,
plugin,top,164,PDF Invoices & Packing Slips for WooCommerce,woocommerce-pdf-invoices-packing-slips,300000,100,5.0,Editor-agnostic,2026-03-23 1:45pm GMT,https://wpovernight.com/downloads/woocommerce-pdf-invoices-packing-slips-bundle/,https://github.com/wpovernight/woocommerce-pdf-invoices-packing-slips,https://wordpress.org/plugins/woocommerce-pdf-invoices-packing-slips/,15,1,,,,,,2025-12-09,,"invoices, packing slips, pdf, ubl, woocommerce",,4.4,7.0,official,,
plugin,top,165,Page Builder Gutenberg Blocks – CoBlocks,coblocks,300000,86,4.3,Block-only,2026-03-05 4:11pm GMT,,https://github.com/godaddy-wordpress/coblocks,https://wordpress.org/plugins/coblocks/,8,1,,,,,,2026-02-19,,"blocks, gutenberg, gutenberg blocks, page builder, wordpress blocks",,6.3,6.8.5,official,,
plugin,top,166,"Formidable Forms – Contact Form Plugin, Survey, Quiz, Payment, Calculator Form & Custom Form Builder",formidable,300000,96,4.8,Editor-agnostic,2026-03-11 6:49pm GMT,https://formidableforms.com/,,https://wordpress.org/plugins/formidable/,38,0,,,,,,2024-12-13,,"custom form, form builder, forms, payment form, survey",,6.3,6.9.4,,,
plugin,top,167,Cart Abandonment Recovery for WooCommerce – Recover Lost Sales with Automated Emails,woo-cart-abandonment-recovery,300000,96,4.8,Editor-agnostic,2026-03-18 7:58am GMT,https://cartflows.com/,https://github.com/WordpressPluginDirectory/woo-cart-abandonment-recovery,https://wordpress.org/plugins/woo-cart-abandonment-recovery/,1,0,,,,,CWE-352,2024-04-03,,"cart abandonment, cart recovery, woocommerce",,5.4,6.9.4,official,,
plugin,top,168,Blocksy Companion,blocksy-companion,300000,94,4.7,Blocks+Classic,2026-03-12 6:57pm GMT,,https://github.com/common-repository/blocksy-companion,https://wordpress.org/plugins/blocksy-companion/,15,0,,,,,,2025-11-11,,"widget, widgets",,6.5,6.9.4,mirror,,
plugin,top,169,"GDPR Cookie Compliance – Cookie Banner, Cookie Consent, Cookie Notice for CCPA, EU Cookie Law",gdpr-cookie-compliance,300000,92,4.6,Editor-agnostic,2026-02-02 1:03pm GMT,https://wordpress.org/plugins/gdpr-cookie-compliance/,,https://wordpress.org/plugins/gdpr-cookie-compliance/,12,0,,,,,,2025-03-16,,"CCPA, GDPR, cookie banner, cookie consent, dsgvo",,4.5,6.9.4,,,
plugin,top,170,Child Theme Configurator,child-theme-configurator,300000,94,4.7,Editor-agnostic,2025-06-10 2:45am GMT,http://www.childthemeplugin.com,https://github.com/WordpressPluginDirectory/child-theme-configurator,https://wordpress.org/plugins/child-theme-configurator/,0,0,,,,,,,,"child, child theme, child themes, custom-styles, theme",,4.0,6.8.5,official,,
plugin,top,171,Really Simple CAPTCHA,really-simple-captcha,300000,84,4.2,Editor-agnostic,2025-02-01 8:43am GMT,https://contactform7.com/captcha/,https://github.com/rocklobster-in/really-simple-captcha,https://wordpress.org/plugins/really-simple-captcha/,0,0,,,,,,,,captcha,,6.6,6.7.5,official,,
plugin,top,172,"Otter Blocks – Gutenberg Blocks, Page Builder for Gutenberg Editor & FSE",otter-blocks,300000,94,4.7,Block-only,2026-03-25 9:05am GMT,https://themeisle.com/plugins/otter-blocks,https://github.com/Codeinwp/otter-blocks,https://wordpress.org/plugins/otter-blocks/,11,0,7.5,,High,,CWE-20; CWE-201; CWE-22; CWE-434; CWE-502; CWE-79; CWE-862,2025-08-27,,"block, blocks, gutenberg, gutenberg blocks, page builder",,6.2,6.9.4,official,,
plugin,top,173,Redis Object Cache,redis-cache,300000,90,4.5,Editor-agnostic,2026-01-29 4:40pm GMT,https://wordpress.org/plugins/redis-cache/,https://github.com/rhubarbgroup/redis-cache,https://wordpress.org/plugins/redis-cache/,0,0,,,,,,,,"caching, object cache, performance, redis, relay",,4.6,6.9.4,official,,
plugin,top,174,SEOPress – On-site SEO & Analytics,wp-seopress,300000,96,4.8,Editor-agnostic,2026-03-04 10:06am GMT,https://www.seopress.org/,https://github.com/common-repository/wp-seopress,https://wordpress.org/plugins/wp-seopress/,16,0,,,,,,2024-10-29,,"AI, google search console, schema, seo, xml sitemap",,6.2,6.9.4,mirror,,
plugin,"poor,top",175,Gutenberg,gutenberg,300000,42,2.1,Block-only,2026-03-25 4:44pm GMT,https://github.com/WordPress/gutenberg,https://github.com/WordPress/gutenberg,https://wordpress.org/plugins/gutenberg/,12,1,6.5,,Medium,,CWE-79,2025-10-31,,,,6.8,6.9.4,official,3863,
plugin,top,176,Creative Mail – Easier WordPress & WooCommerce Email Marketing,creative-mail-by-constant-contact,300000,90,4.5,Editor-agnostic,2024-05-06 8:38pm GMT,https://wordpress.org/plugins/creative-mail-by-constant-contact/,https://github.com/common-repository/creative-mail-by-constant-contact,https://wordpress.org/plugins/creative-mail-by-constant-contact/,3,0,5.4,,Medium,,CWE-352,2022-11-18,,"contact form, email, marketing, newsletter, subscribe",,4.9,6.5.8,mirror,,
plugin,top,177,CMB2,cmb2,300000,100,5.0,Editor-agnostic,2024-04-02 7:36pm GMT,https://github.com/CMB2/CMB2,https://github.com/CMB2/CMB2,https://wordpress.org/plugins/cmb2/,1,0,7.5,,High,,CWE-502,2024-04-09,,"fields, forms, metaboxes, options, settings",,3.8.0,6.4.8,official,,
plugin,top,178,Variation Swatches for WooCommerce,woo-variation-swatches,300000,96,4.8,Editor-agnostic,2026-02-08 12:07pm GMT,https://wordpress.org/plugins/woo-variation-swatches/,https://github.com/WordpressPluginDirectory/woo-variation-swatches,https://wordpress.org/plugins/woo-variation-swatches/,1,0,,,,,CWE-79,2019-08-30,,"variation swatches, woocommerce, woocommerce attributes, woocommerce variation, woocommerce variation swatches",,5.9,6.9.4,official,,
plugin,top,179,WP Crontrol,wp-crontrol,300000,90,4.5,Editor-agnostic,2026-01-28 9:40pm GMT,https://wp-crontrol.com,https://github.com/johnbillion/wp-crontrol,https://wordpress.org/plugins/wp-crontrol/,5,0,,,,,,2024-03-25,,"cron, crontrol, debug, woocommerce, wp cron",,6.4,6.9.4,official,,
plugin,"poor,top",180,Pinterest for WooCommerce,pinterest-for-woocommerce,300000,46,2.3,Editor-agnostic,2026-03-06 11:39am GMT,https://woocommerce.com/products/pinterest-for-woocommerce/,https://github.com/woocommerce/pinterest-for-woocommerce,https://wordpress.org/plugins/pinterest-for-woocommerce/,0,0,,,,,,,,"Pinterest, marketing, pixel, product catalog feed, woocommerce",,5.6,6.9.4,official,66,
plugin,top,181,WP Mail Logging,wp-mail-logging,300000,94,4.7,Editor-agnostic,2026-02-19 7:13am GMT,https://wordpress.org/plugins/wp-mail-logging/,https://github.com/awesomemotive/wp-mail-logging,https://wordpress.org/plugins/wp-mail-logging/,9,0,,,,,,2023-07-12,,"deliverability, email, email log, smtp, spam",,5.3,6.9.4,official,,
plugin,top,182,Ad Inserter – Ad Manager & AdSense Ads,ad-inserter,300000,98,4.9,Editor-agnostic,2026-02-28 6:30pm GMT,https://adinserter.pro/documentation,https://github.com/wp-plugins/ad-inserter,https://wordpress.org/plugins/ad-inserter/,20,0,,,,,,2025-11-05,,"ad manager, ad rotation, ads, adsense, amp",,5.0,6.9.4,mirror,,
plugin,top,183,AddToAny Share Buttons,add-to-any,300000,94,4.7,Editor-agnostic,2026-01-09 5:34am GMT,https://www.addtoany.com/,https://github.com/wp-plugins/add-to-any,https://wordpress.org/plugins/add-to-any/,5,0,,,,,,2021-11-08,,"share, share buttons, share icons, social, social media",,4.5,6.9.4,mirror,,
plugin,top,184,Unlimited Elements For Elementor,unlimited-elements-for-elementor,300000,96,4.8,Editor-agnostic,2026-02-26 11:58am GMT,http://unlimited-elements.com,https://github.com/WordpressPluginDirectory/unlimited-elements-for-elementor,https://wordpress.org/plugins/unlimited-elements-for-elementor/,35,0,,,,,,2026-02-03,,"elementor, elementor addons, elementor templates, elementor widgets, widgets for elementor",,3.5,6.9.4,official,,
plugin,top,185,CookieAdmin – Cookie Consent Banner,cookieadmin,300000,100,5.0,Editor-agnostic,2026-03-14 10:08am GMT,https://cookieadmin.net,https://github.com/Nakhun12310/CookieAdmin,https://wordpress.org/plugins/cookieadmin/,0,0,,,,,,,,"GDPR, banner, consent, cookie, notice",,4.4,6.9.4,official,,
plugin,top,186,Limit Login Attempts,limit-login-attempts,300000,92,4.6,Editor-agnostic,2023-04-04 7:15pm GMT,http://devel.kostdoktorn.se/limit-login-attempts,https://github.com/wp-plugins/limit-login-attempts,https://wordpress.org/plugins/limit-login-attempts/,4,1,,,,,,2023-05-02,,"authentication, login, security",,2.8,6.2.9,mirror,,
plugin,top,187,Easy Updates Manager,stops-core-theme-and-plugin-updates,300000,96,4.8,Editor-agnostic,2026-03-25 10:41am GMT,https://easyupdatesmanager.com,,https://wordpress.org/plugins/stops-core-theme-and-plugin-updates/,1,0,,,,,,2019-08-27,,"disable updates, disable updates manager, easy updates manager, update control, updates manager",,5.1,7.0,,,
plugin,top,188,Health Check & Troubleshooting,health-check,300000,72,3.6,Editor-agnostic,2024-07-25 9:43pm GMT,https://wordpress.org/plugins/health-check/,https://github.com/WordPress/health-check,https://wordpress.org/plugins/health-check/,11,1,,,,,,2025-12-16,,health check,,4.4,6.6.5,official,,
plugin,top,189,Members – Membership & User Role Editor Plugin,members,300000,98,4.9,Editor-agnostic,2026-02-13 4:00pm GMT,https://members-plugin.com/,https://github.com/caseproof/members,https://wordpress.org/plugins/members/,1,0,5.3,,Medium,,CWE-200,2024-12-11,,"access, capabilities, memberships, permissions, roles",,6.0,6.9.4,official,,
plugin,top,190,"Simple History – Track, Log, and Audit WordPress Changes",simple-history,300000,98,4.9,Editor-agnostic,2026-03-14 8:29pm GMT,https://simple-history.com,https://github.com/bonny/WordPress-Simple-History,https://wordpress.org/plugins/simple-history/,6,0,,,,,,2025-06-06,,"activity, audit log, event log, history, user tracking",,6.3,6.9.4,official,,
plugin,top,191,301 Redirects – Redirect Manager,eps-301-redirects,300000,94,4.7,Editor-agnostic,2026-01-09 7:14pm GMT,https://wp301redirects.com/,https://github.com/donatj/PhpUserAgent,https://wordpress.org/plugins/eps-301-redirects/,5,0,,,,,,2023-03-09,,"301 redirect, 404 error log, redirect, redirection, redirects",,4.0,6.9.4,official,,
plugin,"poor,top",192,ExactMetrics – Google Analytics Dashboard for WordPress (Website Stats Plugin),google-analytics-dashboard-for-wp,300000,50,2.5,Editor-agnostic,2026-03-25 3:08pm GMT,https://exactmetrics.com,https://github.com/awesomemotive/exactmetrics-repo,https://wordpress.org/plugins/google-analytics-dashboard-for-wp/,3,0,6.5,,Medium,,CWE-79; CWE-862,2025-01-24,,"analytics, google analytics, google analytics dashboard, google analytics plugin, website stats",,5.6.0,6.9.4,official,1546,
plugin,top,193,PDF Embedder,pdf-embedder,300000,94,4.7,Blocks+Classic,2025-12-30 11:09am GMT,https://wp-pdf.com,https://github.com/mozilla/pdf.js,https://wordpress.org/plugins/pdf-embedder/,3,0,,,,,,2024-06-27,,"block, embed pdf, pdf, pdf document, pdf viewer",,6.1,6.9.4,official,,
plugin,top,194,Sticky Header Effects for Elementor,sticky-header-effects-for-elementor,300000,90,4.5,Editor-agnostic,2026-03-03 5:47am GMT,https://stickyheadereffects.com,,https://wordpress.org/plugins/sticky-header-effects-for-elementor/,1,1,,,,,,,,"add-ons, elementor, elementor page builder, header, sticky header",,5.3,6.9.4,,,
plugin,top,195,WP Go Maps (formerly WP Google Maps),wp-google-maps,300000,96,4.8,Blocks+Classic,2026-03-17 12:24pm GMT,https://www.wpgmaps.com,,https://wordpress.org/plugins/wp-google-maps/,30,0,,,,,,2025-11-11,,"Google Maps, block, map, map markers, maps",,3.5,6.9.4,,,
plugin,top,196,"Password Protected — Lock Entire Site, Pages, Posts, Categories, and Partial Content",password-protected,300000,88,4.4,Editor-agnostic,2025-12-18 6:07am GMT,https://wordpress.org/plugins/password-protected/,https://github.com/benhuson/password-protected,https://wordpress.org/plugins/password-protected/,8,0,,,,,,2025-10-25,,"Password Protect, maintenance mode, password protect page, password protection, restrict content",,4.6,6.9.4,official,,
plugin,top,197,Complianz – Terms and Conditions,complianz-terms-conditions,300000,98,4.9,Editor-agnostic,2025-05-19 4:03pm GMT,https://wordpress.org/plugins/complianz-terms-conditions,https://github.com/Really-Simple-Plugins/complianz-terms-conditions,https://wordpress.org/plugins/complianz-terms-conditions/,0,0,,,,,,,,"conditions, legal, terms, terms and conditions, webshop",,5.7,6.8.5,official,,
plugin,top,198,Simple Custom Post Order,simple-custom-post-order,300000,96,4.8,Editor-agnostic,2026-01-09 11:58am GMT,https://wordpress.org/plugins-wp/simple-custom-post-order/,https://github.com/ColorlibHQ/simple-custom-post-order,https://wordpress.org/plugins/simple-custom-post-order/,1,0,4.3,,Medium,,CWE-862,2024-10-21,,"custom post order, drag drop order, post order, reorder posts, sort posts",,6.2,6.9.4,official,,
plugin,top,199,"SureRank SEO – Smart Assistant with Meta Tags, Social Preview, XML Sitemap, and Schema",surerank,300000,94,4.7,Editor-agnostic,2026-03-18 2:09pm GMT,https://surerank.com,,https://wordpress.org/plugins/surerank/,1,0,,,,,,,,"google search console, schema, seo, wordpress seo, xml sitemap",,6.7,6.9.4,,,
plugin,top,200,"ShortPixel Image Optimizer – Optimize Images, Convert WebP & AVIF",shortpixel-image-optimiser,300000,90,4.5,Editor-agnostic,2026-03-24 6:13pm GMT,https://shortpixel.com/,https://github.com/short-pixel-optimizer/shortpixel-image-optimiser,https://wordpress.org/plugins/shortpixel-image-optimiser/,9,0,,,,,,2025-10-18,,"compress images, convert webp, image optimization, optimize images, resize",,4.8.0,6.9.4,official,,
plugin,top,201,Insert Headers And Footers,wp-headers-and-footers,300000,100,5.0,Editor-agnostic,2026-03-17 7:03am GMT,https://www.WPBrigade.com/wordpress/plugins/wp-headers-and-footers/?utm_source=?utm_source=wp-headers-and-footers&utm_medium=author-uri-link,,https://wordpress.org/plugins/wp-headers-and-footers/,1,0,,,,,,2025-04-19,,"Facebook Pixel, custom css, footer, google analytics, header",,5.0,6.9.4,,,
plugin,top,202,Broken Link Checker by AIOSEO – Easily Fix/Monitor Internal and External links,broken-link-checker-seo,300000,78,3.9,Editor-agnostic,2026-03-07 6:51pm GMT,https://aioseo.com/broken-link-checker,,https://wordpress.org/plugins/broken-link-checker-seo/,3,1,,,,,,2025-12-16,,"broken links, check links, external link, internal link, seo",,5.7,6.9.4,,,
plugin,top,203,"Head, Footer and Post Injections",header-footer,300000,98,4.9,Editor-agnostic,2026-02-03 7:01am GMT,https://www.satollo.net/plugins/header-footer,,https://wordpress.org/plugins/header-footer/,1,0,4.1,,Medium,,CWE-94,2025-02-21,,"ads, amp, analytics, footer, header",,6.1,6.9.4,,,
plugin,top,204,WP Activity Log,wp-security-audit-log,300000,94,4.7,Editor-agnostic,2026-03-05 9:20am GMT,https://melapress.com/wordpress-activity-log/,,https://wordpress.org/plugins/wp-security-audit-log/,31,1,,,,,,2026-02-19,,"Activity Log, event log, history, logger, user tracking",,5.5,6.9.4,,,
plugin,top,205,"PrettyLinks – Affiliate Links, Link Branding, Link Tracking, Marketing and Stripe Payments Plugin",pretty-link,300000,96,4.8,Editor-agnostic,2026-01-21 8:41pm GMT,https://prettylinks.com/pl/plugin-uri,https://github.com/wp-plugins/pretty-link,https://wordpress.org/plugins/pretty-link/,18,0,,,,,,2025-05-19,,"affiliate links, ecommerce, link tracking, payments, stripe",,6.0,6.9.4,mirror,,
plugin,top,206,Cyr-To-Lat,cyr2lat,300000,94,4.7,Editor-agnostic,2025-11-30 9:51pm GMT,https://kagg.eu/cyr-to-lat/,https://github.com/mihdan/cyr2lat,https://wordpress.org/plugins/cyr2lat/,0,0,,,,,,,,"cyrillic, slugs, translation, transliteration",,5.3,6.9.4,official,,
plugin,top,207,WP Rollback – Rollback Plugins and Themes,wp-rollback,300000,98,4.9,Editor-agnostic,2026-03-19 9:19pm GMT,https://wprollback.com/,https://github.com/impress-org/wp-rollback,https://wordpress.org/plugins/wp-rollback/,3,0,,,,,,2019-08-27,,"Downgrade, plugins, revert, rollback, version",,6.5,6.9.4,official,,
plugin,top,208,"OMGF | GDPR/DSGVO Compliant, Faster Google Fonts. Easy.",host-webfonts-local,300000,94,4.7,Editor-agnostic,2026-03-23 2:54pm GMT,https://daan.dev/wordpress/omgf/,https://github.com/common-repository/host-webfonts-local,https://wordpress.org/plugins/host-webfonts-local/,4,0,8.6,,High,,CWE-22; CWE-352; CWE-862,2024-01-03,,"GDPR, cache, dsgvo, fonts, google",,5.9,6.9.4,mirror,,
plugin,top,209,WP Sitemap Page,wp-sitemap-page,300000,96,4.8,Editor-agnostic,2025-04-15 8:10pm GMT,http://tonyarchambeau.com/,https://github.com/wp-plugins/wp-sitemap-page,https://wordpress.org/plugins/wp-sitemap-page/,1,0,,,,,CWE-79,2021-11-01,,"generator, html sitemap, page list, site map, sitemap",,3.0,6.8.5,mirror,,
plugin,top,210,Mailchimp for WooCommerce,mailchimp-for-woocommerce,300000,80,4.0,Editor-agnostic,2026-03-10 1:15pm GMT,https://mailchimp.com/connect-your-store/,https://github.com/mailchimp/mc-woocommerce,https://wordpress.org/plugins/mailchimp-for-woocommerce/,3,0,,,,,,2022-08-29,,"Workflows, ecommerce, email, mailchimp",,6.2,6.9.4,official,,
plugin,top,211,AI Powered Starter Templates by Kadence WP,kadence-starter-templates,200000,86,4.3,Blocks+Classic,2025-12-03 9:59pm GMT,,https://github.com/common-repository/kadence-starter-templates,https://wordpress.org/plugins/kadence-starter-templates/,2,0,,,,,,2023-01-09,,"gutenberg, templates",,6.2,6.9.4,mirror,,
plugin,top,212,"HubSpot All-In-One Marketing – Forms, Popups, Live Chat",leadin,200000,86,4.3,Editor-agnostic,2026-03-19 1:23pm GMT,http://www.hubspot.com/integrations/wordpress,https://github.com/wp-plugins/leadin,https://wordpress.org/plugins/leadin/,2,0,6.4,,Medium,,CWE-79; CWE-918,2024-08-30,,"analytics, crm, forms, live chat, marketing",,5.8,6.9.4,mirror,,
plugin,top,213,Redirection for Contact Form 7,wpcf7-redirect,200000,94,4.7,Editor-agnostic,2026-03-16 1:45pm GMT,,https://github.com/common-repository/wpcf7-redirect,https://wordpress.org/plugins/wpcf7-redirect/,25,0,,,,,,2025-12-21,,"cf7 redirect, contact form 7 mailchimp, contact form 7 paypal, redirect cf7, redirect to url",,5.1,6.9.4,mirror,,
plugin,top,214,Newsletter – Send awesome emails from WordPress,newsletter,200000,92,4.6,Editor-agnostic,2026-03-23 12:35pm GMT,https://www.thenewsletterplugin.com,,https://wordpress.org/plugins/newsletter/,30,1,,,,,,2025-12-16,,"Email Marketing, newsletter, signup forms, subscription, welcome email",,6.1,6.9.4,,,
plugin,top,215,LoginPress | wp-login Custom Login Page Customizer,loginpress,200000,96,4.8,Editor-agnostic,2026-02-11 8:15pm GMT,https://loginpress.pro?utm_source=loginpress-lite&utm_medium=plugin-header&utm_campaign=pro-upgrade&utm_content=plugin-uri,,https://wordpress.org/plugins/loginpress/,7,0,,,,,,2025-03-14,,"custom login, login, login customizer, wordpress login, wp login",,4.0,6.9.4,,,
plugin,top,216,Social Chat – Click To Chat App Button,wp-whatsapp-chat,200000,98,4.9,Editor-agnostic,2026-03-25 1:40pm GMT,https://quadlayers.com/products/whatsapp-chat/,https://github.com/estratos/wp-whatsapp-chat,https://wordpress.org/plugins/wp-whatsapp-chat/,1,0,,,,,CWE-79,2022-08-22,,"click to chat, whatsapp, whatsapp business, whatsapp chat, woocommerce whatsapp",,4.7,6.9.4,official,,
plugin,top,217,Activity Log – Monitor & Record User Changes,aryo-activity-log,200000,86,4.3,Editor-agnostic,2024-11-12 2:55pm GMT,https://activitylog.io/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,https://github.com/pojome/activity-log,https://wordpress.org/plugins/aryo-activity-log/,18,0,,,,,,2024-11-21,,"Activity Log, audit log, email log, security, user log",,6.0,6.7.5,official,,
plugin,top,218,Force Regenerate Thumbnails,force-regenerate-thumbnails,200000,94,4.7,Editor-agnostic,2026-02-17 3:52pm GMT,https://wordpress.org/plugins/force-regenerate-thumbnails/,https://github.com/nosilver4u/force-regenerate-thumbnails,https://wordpress.org/plugins/force-regenerate-thumbnails/,0,0,,,,,,,,"force, regenerate thumbnails, thumbnail, thumbnails",,6.6,6.9.4,official,,
plugin,top,219,ReCaptcha v2 for Contact Form 7,wpcf7-recaptcha,200000,100,5.0,Editor-agnostic,2025-04-15 10:52pm GMT,,https://github.com/IQComputing/wpcf7-recaptcha,https://wordpress.org/plugins/wpcf7-recaptcha/,0,0,,,,,,,,"contact form 7, contact-form-7-recaptcha, recaptcha, spam",,4.9,6.7.5,official,,
plugin,top,220,Instant Indexing for Google,fast-indexing-api,200000,72,3.6,Editor-agnostic,2025-11-21 9:24am GMT,https://rankmath.com/wordpress/plugin/instant-indexing/,https://github.com/rankmath/fast-indexing-api,https://wordpress.org/plugins/fast-indexing-api/,0,0,,,,,,,,"crawling, fast indexing, indexing api, job posting, live streaming",,5.6,6.6.5,official,,
plugin,top,221,Post Duplicator,post-duplicator,200000,96,4.8,Editor-agnostic,2026-03-21 2:54pm GMT,https://www.metaphorcreations.com/post-duplicator/,https://github.com/meta4creations/post-duplicator,https://wordpress.org/plugins/post-duplicator/,8,0,,,,,,2025-01-24,,"duplicate, duplication, post, posts",,6.6,6.9.4,official,,
plugin,top,222,All 404 Redirect to Homepage,all-404-redirect-to-homepage,200000,82,4.1,Editor-agnostic,2026-01-10 6:23pm GMT,https://www.wp-buy.com,https://github.com/common-repository/all-404-redirect-to-homepage,https://wordpress.org/plugins/all-404-redirect-to-homepage/,6,0,,,,,,2021-06-01,,"404 error, broken images, redirection, seo redirect",,4.5,6.9.4,mirror,,
plugin,top,223,GenerateBlocks,generateblocks,200000,98,4.9,Block-only,2025-12-09 6:47pm GMT,https://generateblocks.com,,https://wordpress.org/plugins/generateblocks/,5,0,6.5,,Medium,,CWE-200; CWE-285; CWE-79; CWE-863,2025-12-13,,"blocks, editor, gutenberg, page builder, posts",,6.5,6.9.4,,,
